name,letters,numerology_total,length,pronounce_score,linguistic_flags,meaning_story,domain_com,domain_in,handle_x,handle_instagram,handle_linkedin,mca_similarity_hit,tm_hit_class_35_36_41_42,distinctiveness_score,overall_score,scoring_notes
nivijn,N(5)+I(1)+V(6)+I(1)+J(1)+N(5),19,6,10,,Symbolizes clarity and growth in investment guidance,taken,available,taken,taken,taken,,exact,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
nimela,N(5)+I(1)+M(4)+E(5)+L(3)+A(1),19,6,10,,Signifies wisdom and prosperity for advisors,parked,available,taken,taken,taken,,close,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
niquick,N(5)+I(1)+Q(1)+U(6)+I(1)+C(3)+K(2),19,7,10,,Embodies trust and innovation in financial advisory,parked,taken,taken,free,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
ansaaf,A(1)+N(5)+S(3)+A(1)+A(1)+F(8),19,6,10,,Conveys reliability and success in wealth management,parked,parked,taken,free,taken,true,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
anquick,A(1)+N(5)+Q(1)+U(6)+I(1)+C(3)+K(2),19,7,10,,Conveys reliability and success in wealth management,parked,parked,taken,free,taken,true,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
abriddh,A(1)+B(2)+R(2)+I(1)+D(4)+D(4)+H(5),19,7,7,,Represents excellence in financial technology solutions,taken,available,taken,free,taken,,none,9,8,0.35*9 + 0.20*7 + 0.20*10 + 0.15*3 + 0.10*10
abnirmal,A(1)+B(2)+N(5)+I(1)+R(2)+M(4)+A(1)+L(3),19,8,10,,Symbolizes clarity and growth in investment guidance,taken,available,taken,taken,taken,,none,8,8,0.35*8 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
abglide,A(1)+B(2)+G(3)+L(3)+I(1)+D(4)+E(5),19,7,8,,Conveys reliability and success in wealth management,parked,parked,taken,taken,free,,none,9,8,0.35*9 + 0.20*8 + 0.20*7 + 0.15*3 + 0.10*10
abspark,A(1)+B(2)+S(3)+P(8)+A(1)+R(2)+K(2),19,7,8,,Represents igniting financial success for advisors,available,available,taken,free,taken,true,none,9,8,0.35*9 + 0.20*8 + 0.20*10 + 0.15*3 + 0.10*10
abplat,A(1)+B(2)+P(8)+L(3)+A(1)+T(4),19,6,8,,Represents excellence in financial technology solutions,available,taken,taken,taken,taken,,none,9,8,0.35*9 + 0.20*8 + 0.20*10 + 0.15*0 + 0.10*10
vijnbal,V(6)+I(1)+J(1)+N(5)+B(2)+A(1)+L(3),19,7,8,,Conveys reliability and success in wealth management,taken,available,taken,taken,taken,,exact,9,8,0.35*9 + 0.20*8 + 0.20*10 + 0.15*0 + 0.10*10
shrinyay,S(3)+H(5)+R(2)+I(1)+N(5)+Y(1)+A(1)+Y(1),19,8,8,,Represents prosperity and abundance in advisory services,taken,available,free,free,taken,,none,8,8,0.35*8 + 0.20*8 + 0.20*10 + 0.15*7 + 0.10*10
nyayshri,N(5)+Y(1)+A(1)+Y(1)+S(3)+H(5)+R(2)+I(1),19,8,6,,Represents prosperity and abundance in advisory services,available,available,free,taken,taken,,none,8,8,0.35*8 + 0.20*6 + 0.20*10 + 0.15*3 + 0.10*10
nayashri,N(5)+A(1)+Y(1)+A(1)+S(3)+H(5)+R(2)+I(1),19,8,8,,Represents prosperity and abundance in advisory services,available,taken,taken,free,taken,,none,8,8,0.35*8 + 0.20*8 + 0.20*10 + 0.15*3 + 0.10*10
shriway,S(3)+H(5)+R(2)+I(1)+W(6)+A(1)+Y(1),19,7,8,,Represents prosperity and abundance in advisory services,parked,available,free,taken,taken,,none,9,8,0.35*9 + 0.20*8 + 0.20*10 + 0.15*3 + 0.10*10
wayshri,W(6)+A(1)+Y(1)+S(3)+H(5)+R(2)+I(1),19,7,6,,Represents prosperity and abundance in advisory services,available,taken,free,taken,taken,,none,9,8,0.35*9 + 0.20*6 + 0.20*10 + 0.15*3 + 0.10*10
satysamr,S(3)+A(1)+T(4)+Y(1)+S(3)+A(1)+M(4)+R(2),19,8,8,,Represents truthful and ethical financial guidance,taken,available,free,taken,free,,exact,8,8,0.35*8 + 0.20*8 + 0.20*10 + 0.15*7 + 0.10*10
rritsamr,R(2)+R(2)+I(1)+T(4)+S(3)+A(1)+M(4)+R(2),19,8,10,,Signifies wisdom and prosperity for advisors,taken,available,taken,taken,taken,,none,8,8,0.35*8 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
margsaty,M(4)+A(1)+R(2)+G(3)+S(3)+A(1)+T(4)+Y(1),19,8,8,,Represents truthful and ethical financial guidance,taken,available,taken,free,taken,,none,8,8,0.35*8 + 0.20*8 + 0.20*10 + 0.15*3 + 0.10*10
margrrit,M(4)+A(1)+R(2)+G(3)+R(2)+R(2)+I(1)+T(4),19,8,6,,Embodies trust and innovation in financial advisory,taken,available,taken,free,taken,,none,8,8,0.35*8 + 0.20*6 + 0.20*10 + 0.15*3 + 0.10*10
rritmarg,R(2)+R(2)+I(1)+T(4)+M(4)+A(1)+R(2)+G(3),19,8,10,,Signifies wisdom and prosperity for advisors,taken,available,free,taken,taken,,exact,8,8,0.35*8 + 0.20*10 + 0.20*10 + 0.15*3 + 0.10*10
darshray,D(4)+A(1)+R(2)+S(3)+H(5)+R(2)+A(1)+Y(1),19,8,6,,Signifies wisdom and prosperity for advisors,available,taken,free,taken,taken,,none,8,8,0.35*8 + 0.20*6 + 0.20*10 + 0.15*3 + 0.10*10
raydarsh,R(2)+A(1)+Y(1)+D(4)+A(1)+R(2)+S(3)+H(5),19,8,8,,Symbolizes clarity and growth in investment guidance,taken,parked,free,free,taken,true,none,8,8,0.35*8 + 0.20*8 + 0.20*7 + 0.15*7 + 0.10*10
tejrrit,T(4)+E(5)+J(1)+R(2)+R(2)+I(1)+T(4),19,7,8,,Represents brilliant energy illuminating financial paths,taken,available,free,taken,taken,,exact,9,8,0.35*9 + 0.20*8 + 0.20*10 + 0.15*3 + 0.10*10
balquick,B(2)+A(1)+L(3)+Q(1)+U(6)+I(1)+C(3)+K(2),19,8,10,,Symbolizes clarity and growth in investment guidance,parked,taken,free,free,taken,true,none,8,8,0.35*8 + 0.20*10 + 0.20*7 + 0.15*7 + 0.10*10
balhub,B(2)+A(1)+L(3)+H(5)+U(6)+B(2),19,6,10,,Embodies trust and innovation in financial advisory,parked,parked,taken,taken,free,,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
balmega,B(2)+A(1)+L(3)+M(4)+E(5)+G(3)+A(1),19,7,10,,Embodies trust and innovation in financial advisory,available,parked,taken,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
megabal,M(4)+E(5)+G(3)+A(1)+B(2)+A(1)+L(3),19,7,10,,Conveys reliability and success in wealth management,parked,available,taken,taken,taken,,close,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
satlabh,S(3)+A(1)+T(4)+L(3)+A(1)+B(2)+H(5),19,7,9,,Represents truthful and ethical financial guidance,available,available,taken,taken,taken,,none,9,8,0.35*9 + 0.20*9 + 0.20*10 + 0.15*0 + 0.10*10
labhsat,L(3)+A(1)+B(2)+H(5)+S(3)+A(1)+T(4),19,7,7,,Represents truthful and ethical financial guidance,parked,available,free,taken,taken,,none,9,8,0.35*9 + 0.20*7 + 0.20*10 + 0.15*3 + 0.10*10
sahaysat,S(3)+A(1)+H(5)+A(1)+Y(1)+S(3)+A(1)+T(4),19,8,10,,Represents truthful and ethical financial guidance,taken,available,taken,taken,taken,,none,8,8,0.35*8 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
satlink,S(3)+A(1)+T(4)+L(3)+I(1)+N(5)+K(2),19,7,10,,Represents truthful and ethical financial guidance,taken,taken,free,taken,free,,none,9,8,0.35*9 + 0.20*10 + 0.20*2 + 0.15*7 + 0.10*10
linksat,L(3)+I(1)+N(5)+K(2)+S(3)+A(1)+T(4),19,7,8,,Represents truthful and ethical financial guidance,available,available,taken,taken,taken,,none,9,8,0.35*9 + 0.20*8 + 0.20*10 + 0.15*0 + 0.10*10
vijaysaty,V(6)+I(1)+J(1)+A(1)+Y(1)+S(3)+A(1)+T(4)+Y(1),19,9,9,,Represents truthful and ethical financial guidance,taken,parked,free,free,taken,,none,7,8,0.35*7 + 0.20*9 + 0.20*7 + 0.15*7 + 0.10*10
satyaage,S(3)+A(1)+T(4)+Y(1)+A(1)+A(1)+G(3)+E(5),19,8,10,,Represents truthful and ethical financial guidance,parked,available,free,taken,taken,,none,8,8,0.35*8 + 0.20*10 + 0.20*10 + 0.15*3 + 0.10*10
satyasha,S(3)+A(1)+T(4)+Y(1)+A(1)+S(3)+H(5)+A(1),19,8,10,,Represents truthful and ethical financial guidance,taken,available,taken,taken,taken,,none,8,8,0.35*8 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
ashasaty,A(1)+S(3)+H(5)+A(1)+S(3)+A(1)+T(4)+Y(1),19,8,10,,Represents truthful and ethical financial guidance,available,available,taken,taken,free,,none,8,8,0.35*8 + 0.20*10 + 0.20*10 + 0.15*3 + 0.10*10
satymax,S(3)+A(1)+T(4)+Y(1)+M(4)+A(1)+X(5),19,7,8,,Represents truthful and ethical financial guidance,available,available,taken,taken,taken,,none,9,8,0.35*9 + 0.20*8 + 0.20*10 + 0.15*0 + 0.10*10
rritvijay,R(2)+R(2)+I(1)+T(4)+V(6)+I(1)+J(1)+A(1)+Y(1),19,9,9,,Embodies trust and innovation in financial advisory,parked,taken,free,free,taken,true,none,7,8,0.35*7 + 0.20*9 + 0.20*7 + 0.15*7 + 0.10*10
rritasha,R(2)+R(2)+I(1)+T(4)+A(1)+S(3)+H(5)+A(1),19,8,10,,Represents excellence in financial technology solutions,taken,available,free,taken,taken,,none,8,8,0.35*8 + 0.20*10 + 0.20*10 + 0.15*3 + 0.10*10
asharrit,A(1)+S(3)+H(5)+A(1)+R(2)+R(2)+I(1)+T(4),19,8,10,,Symbolizes clarity and growth in investment guidance,available,available,taken,taken,free,,none,8,8,0.35*8 + 0.20*10 + 0.20*10 + 0.15*3 + 0.10*10
rritmax,R(2)+R(2)+I(1)+T(4)+M(4)+A(1)+X(5),19,7,10,,Embodies trust and innovation in financial advisory,available,available,taken,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
maxrrit,M(4)+A(1)+X(5)+R(2)+R(2)+I(1)+T(4),19,7,8,,Embodies trust and innovation in financial advisory,available,taken,taken,free,taken,,none,9,8,0.35*9 + 0.20*8 + 0.20*10 + 0.15*3 + 0.10*10
nyayniti,N(5)+Y(1)+A(1)+Y(1)+N(5)+I(1)+T(4)+I(1),19,8,10,,Represents excellence in financial technology solutions,taken,parked,taken,free,taken,,none,8,8,0.35*8 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
nitiway,N(5)+I(1)+T(4)+I(1)+W(6)+A(1)+Y(1),19,7,10,,Signifies wisdom and prosperity for advisors,taken,parked,taken,free,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
nyaylabh,N(5)+Y(1)+A(1)+Y(1)+L(3)+A(1)+B(2)+H(5),19,8,9,,Embodies trust and innovation in financial advisory,taken,parked,free,taken,taken,,none,8,8,0.35*8 + 0.20*9 + 0.20*7 + 0.15*3 + 0.10*10
nyaysahay,N(5)+Y(1)+A(1)+Y(1)+S(3)+A(1)+H(5)+A(1)+Y(1),19,9,9,,Represents helpful support in investment decisions,parked,available,taken,free,taken,,exact,7,8,0.35*7 + 0.20*9 + 0.20*10 + 0.15*3 + 0.10*10
labhnaya,L(3)+A(1)+B(2)+H(5)+N(5)+A(1)+Y(1)+A(1),19,8,7,,Represents innovative approach to traditional finance,parked,taken,free,free,taken,,none,8,8,0.35*8 + 0.20*7 + 0.20*7 + 0.15*7 + 0.10*10
nayalabh,N(5)+A(1)+Y(1)+A(1)+L(3)+A(1)+B(2)+H(5),19,8,9,,Represents innovative approach to traditional finance,taken,parked,taken,free,free,,none,8,8,0.35*8 + 0.20*9 + 0.20*7 + 0.15*7 + 0.10*10
sahaynaya,S(3)+A(1)+H(5)+A(1)+Y(1)+N(5)+A(1)+Y(1)+A(1),19,9,9,,Represents helpful support in investment decisions,available,taken,taken,taken,free,,none,7,8,0.35*7 + 0.20*9 + 0.20*10 + 0.15*3 + 0.10*10
nayasahay,N(5)+A(1)+Y(1)+A(1)+S(3)+A(1)+H(5)+A(1)+Y(1),19,9,9,,Represents helpful support in investment decisions,available,available,free,free,taken,,none,7,8,0.35*7 + 0.20*9 + 0.20*10 + 0.15*7 + 0.10*10
sahayway,S(3)+A(1)+H(5)+A(1)+Y(1)+W(6)+A(1)+Y(1),19,8,10,,Represents helpful support in investment decisions,available,taken,taken,taken,free,,none,8,8,0.35*8 + 0.20*10 + 0.20*10 + 0.15*3 + 0.10*10
nayalink,N(5)+A(1)+Y(1)+A(1)+L(3)+I(1)+N(5)+K(2),19,8,10,,Represents innovative approach to traditional finance,available,available,taken,free,taken,,exact,8,8,0.35*8 + 0.20*10 + 0.20*10 + 0.15*3 + 0.10*10
khojray,K(2)+H(5)+O(7)+J(1)+R(2)+A(1)+Y(1),19,7,9,,Represents excellence in financial technology solutions,available,parked,taken,taken,taken,,none,9,8,0.35*9 + 0.20*9 + 0.20*10 + 0.15*0 + 0.10*10
raykhoj,R(2)+A(1)+Y(1)+K(2)+H(5)+O(7)+J(1),19,7,7,,Represents excellence in financial technology solutions,parked,taken,free,free,taken,,none,9,8,0.35*9 + 0.20*7 + 0.20*7 + 0.15*7 + 0.10*10
waylink,W(6)+A(1)+Y(1)+L(3)+I(1)+N(5)+K(2),19,7,10,,Embodies trust and innovation in financial advisory,available,parked,taken,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
baodh,B(2)+A(1)+O(7)+D(4)+H(5),19,5,9,,Conveys reliability and success in wealth management,parked,taken,free,free,taken,true,none,9,8,0.35*9 + 0.20*9 + 0.20*7 + 0.15*7 + 0.10*10
boadh,B(2)+O(7)+A(1)+D(4)+H(5),19,5,9,,Signifies wisdom and prosperity for advisors,available,available,taken,taken,taken,,none,9,8,0.35*9 + 0.20*9 + 0.20*10 + 0.15*0 + 0.10*10
biodh,B(2)+I(1)+O(7)+D(4)+H(5),19,5,9,,Symbolizes clarity and growth in investment guidance,available,taken,taken,taken,taken,,none,9,8,0.35*9 + 0.20*9 + 0.20*10 + 0.15*0 + 0.10*10
boidh,B(2)+O(7)+I(1)+D(4)+H(5),19,5,9,,Symbolizes clarity and growth in investment guidance,available,available,free,taken,taken,,none,9,8,0.35*9 + 0.20*9 + 0.20*10 + 0.15*3 + 0.10*10
vuijn,V(6)+U(6)+I(1)+J(1)+N(5),19,5,10,,Conveys reliability and success in wealth management,taken,available,taken,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
viujn,V(6)+I(1)+U(6)+J(1)+N(5),19,5,10,,Symbolizes clarity and growth in investment guidance,available,available,taken,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
poraj,P(8)+O(7)+R(2)+A(1)+J(1),19,5,10,,Embodies trust and innovation in financial advisory,taken,parked,taken,free,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
laeksh,L(3)+A(1)+E(5)+K(2)+S(3)+H(5),19,6,8,,Symbolizes clarity and growth in investment guidance,parked,parked,taken,taken,free,,none,9,8,0.35*9 + 0.20*8 + 0.20*7 + 0.15*3 + 0.10*10
lakseh,L(3)+A(1)+K(2)+S(3)+E(5)+H(5),19,6,10,,Represents excellence in financial technology solutions,parked,parked,taken,taken,free,,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
paath,P(8)+A(1)+A(1)+T(4)+H(5),19,5,9,,Represents excellence in financial technology solutions,available,available,taken,free,taken,true,none,9,8,0.35*9 + 0.20*9 + 0.20*10 + 0.15*3 + 0.10*10
patah,P(8)+A(1)+T(4)+A(1)+H(5),19,5,10,,Signifies wisdom and prosperity for advisors,available,available,taken,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
diesha,D(4)+I(1)+E(5)+S(3)+H(5)+A(1),19,6,10,,Symbolizes clarity and growth in investment guidance,parked,parked,taken,taken,free,,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
diseha,D(4)+I(1)+S(3)+E(5)+H(5)+A(1),19,6,10,,Embodies trust and innovation in financial advisory,taken,taken,free,taken,free,,none,9,8,0.35*9 + 0.20*10 + 0.20*2 + 0.15*7 + 0.10*10
oojas,O(7)+O(7)+J(1)+A(1)+S(3),19,5,10,,Represents vital strength in market challenges,taken,parked,taken,free,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
ojaos,O(7)+J(1)+A(1)+O(7)+S(3),19,5,10,,Symbolizes clarity and growth in investment guidance,parked,parked,taken,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*0 + 0.10*10
yogoa,Y(1)+O(7)+G(3)+O(7)+A(1),19,5,10,,Signifies wisdom and prosperity for advisors,parked,parked,taken,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*0 + 0.10*10
saong,S(3)+A(1)+O(7)+N(5)+G(3),19,5,10,,Symbolizes clarity and growth in investment guidance,taken,available,taken,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
muela,M(4)+U(6)+E(5)+L(3)+A(1),19,5,10,,Represents excellence in financial technology solutions,taken,available,taken,taken,taken,,exact,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
meula,M(4)+E(5)+U(6)+L(3)+A(1),19,5,10,,Symbolizes clarity and growth in investment guidance,parked,taken,taken,free,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
moitra,M(4)+O(7)+I(1)+T(4)+R(2)+A(1),19,6,10,,Symbolizes clarity and growth in investment guidance,taken,taken,free,taken,free,,none,9,8,0.35*9 + 0.20*10 + 0.20*2 + 0.15*7 + 0.10*10
viukas,V(6)+I(1)+U(6)+K(2)+A(1)+S(3),19,6,10,,Symbolizes clarity and growth in investment guidance,available,parked,taken,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
vikuas,V(6)+I(1)+K(2)+U(6)+A(1)+S(3),19,6,10,,Represents excellence in financial technology solutions,available,parked,taken,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
vikaus,V(6)+I(1)+K(2)+A(1)+U(6)+S(3),19,6,10,,Conveys reliability and success in wealth management,available,parked,taken,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
uadhar,U(6)+A(1)+D(4)+H(5)+A(1)+R(2),19,6,9,,Signifies wisdom and prosperity for advisors,taken,available,taken,taken,taken,,close,9,8,0.35*9 + 0.20*9 + 0.20*10 + 0.15*0 + 0.10*10
udhaar,U(6)+D(4)+H(5)+A(1)+A(1)+R(2),19,6,9,,Symbolizes clarity and growth in investment guidance,taken,available,taken,taken,taken,,close,9,8,0.35*9 + 0.20*9 + 0.20*10 + 0.15*0 + 0.10*10
udhiar,U(6)+D(4)+H(5)+I(1)+A(1)+R(2),19,6,9,,Symbolizes clarity and growth in investment guidance,taken,available,taken,taken,free,,none,9,8,0.35*9 + 0.20*9 + 0.20*10 + 0.15*3 + 0.10*10
udhair,U(6)+D(4)+H(5)+A(1)+I(1)+R(2),19,6,9,,Signifies wisdom and prosperity for advisors,available,parked,taken,taken,free,,none,9,8,0.35*9 + 0.20*9 + 0.20*10 + 0.15*3 + 0.10*10
suaaf,S(3)+U(6)+A(1)+A(1)+F(8),19,5,10,,Signifies wisdom and prosperity for advisors,available,taken,taken,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
sauaf,S(3)+A(1)+U(6)+A(1)+F(8),19,5,10,,Signifies wisdom and prosperity for advisors,available,taken,taken,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
saauf,S(3)+A(1)+A(1)+U(6)+F(8),19,5,10,,Symbolizes clarity and growth in investment guidance,available,taken,taken,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
uijjwal,U(6)+I(1)+J(1)+J(1)+W(6)+A(1)+L(3),19,7,8,,Represents excellence in financial technology solutions,taken,parked,free,free,taken,,none,9,8,0.35*9 + 0.20*8 + 0.20*7 + 0.15*7 + 0.10*10
ujjiwal,U(6)+J(1)+J(1)+I(1)+W(6)+A(1)+L(3),19,7,10,,Embodies trust and innovation in financial advisory,parked,taken,taken,free,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
ujjwial,U(6)+J(1)+J(1)+W(6)+I(1)+A(1)+L(3),19,7,8,,Embodies trust and innovation in financial advisory,taken,available,taken,taken,taken,,exact,9,8,0.35*9 + 0.20*8 + 0.20*10 + 0.15*0 + 0.10*10
madaed,M(4)+A(1)+D(4)+A(1)+E(5)+D(4),19,6,10,Contains 'mad' (crazy),Represents excellence in financial technology solutions,parked,available,free,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*3 + 0.10*7
raksuh,R(2)+A(1)+K(2)+S(3)+U(6)+H(5),19,6,10,,Signifies wisdom and prosperity for advisors,parked,taken,taken,free,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
navain,N(5)+A(1)+V(6)+A(1)+I(1)+N(5),19,6,10,,Conveys reliability and success in wealth management,taken,taken,free,taken,free,,none,9,8,0.35*9 + 0.20*10 + 0.20*2 + 0.15*7 + 0.10*10
naviin,N(5)+A(1)+V(6)+I(1)+I(1)+N(5),19,6,10,,Signifies wisdom and prosperity for advisors,taken,available,taken,taken,taken,,close,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
quuick,Q(1)+U(6)+U(6)+I(1)+C(3)+K(2),19,6,10,,Symbolizes clarity and growth in investment guidance,parked,parked,taken,free,taken,true,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
quicuk,Q(1)+U(6)+I(1)+C(3)+U(6)+K(2),19,6,10,,Conveys reliability and success in wealth management,parked,parked,taken,free,taken,true,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
cleear,C(3)+L(3)+E(5)+E(5)+A(1)+R(2),19,6,10,,Signifies wisdom and prosperity for advisors,taken,parked,free,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
cleaer,C(3)+L(3)+E(5)+A(1)+E(5)+R(2),19,6,10,,Signifies wisdom and prosperity for advisors,taken,available,taken,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
wavie,W(6)+A(1)+V(6)+I(1)+E(5),19,5,10,,Conveys reliability and success in wealth management,available,available,taken,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
synoc,S(3)+Y(1)+N(5)+O(7)+C(3),19,5,5,,Represents excellence in financial technology solutions,available,taken,free,taken,taken,,none,9,8,0.35*9 + 0.20*5 + 0.20*10 + 0.15*3 + 0.10*10
huub,H(5)+U(6)+U(6)+B(2),19,4,10,,Symbolizes clarity and growth in investment guidance,taken,available,taken,taken,taken,,none,8,8,0.35*8 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
ealite,E(5)+A(1)+L(3)+I(1)+T(4)+E(5),19,6,10,,Represents excellence in financial technology solutions,available,parked,taken,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
elaite,E(5)+L(3)+A(1)+I(1)+T(4)+E(5),19,6,10,,Signifies wisdom and prosperity for advisors,parked,parked,taken,free,taken,true,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
eliite,E(5)+L(3)+I(1)+I(1)+T(4)+E(5),19,6,10,,Conveys reliability and success in wealth management,taken,parked,taken,free,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
reoyal,R(2)+E(5)+O(7)+Y(1)+A(1)+L(3),19,6,10,,Embodies trust and innovation in financial advisory,parked,parked,taken,taken,free,,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
roeyal,R(2)+O(7)+E(5)+Y(1)+A(1)+L(3),19,6,10,,Signifies wisdom and prosperity for advisors,parked,parked,taken,taken,free,,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
royeal,R(2)+O(7)+Y(1)+E(5)+A(1)+L(3),19,6,10,,Embodies trust and innovation in financial advisory,parked,parked,taken,taken,free,,none,9,8,0.35*9 + 0.20*10 + 0.20*7 + 0.15*3 + 0.10*10
vedly,V(6)+E(5)+D(4)+L(3)+Y(1),19,5,5,,Represents ancient Vedic wisdom guiding modern financial decisions,taken,available,free,taken,taken,,none,10,8,0.35*10 + 0.20*5 + 0.20*10 + 0.15*3 + 0.10*10
vedsy,V(6)+E(5)+D(4)+S(3)+Y(1),19,5,5,,Represents ancient Vedic wisdom guiding modern financial decisions,parked,available,taken,taken,taken,,close,10,8,0.35*10 + 0.20*5 + 0.20*10 + 0.15*0 + 0.10*10
vijnna,V(6)+I(1)+J(1)+N(5)+N(5)+A(1),19,6,8,,Signifies wisdom and prosperity for advisors,taken,available,taken,free,taken,,none,9,8,0.35*9 + 0.20*8 + 0.20*10 + 0.15*3 + 0.10*10
riddhry,R(2)+I(1)+D(4)+D(4)+H(5)+R(2)+Y(1),19,7,,,Represents excellence in financial technology solutions,available,available,free,free,free,true,close,9,8,0.35*9 + 0.20*0 + 0.20*10 + 0.15*10 + 0.10*10
safalka,S(3)+A(1)+F(8)+A(1)+L(3)+K(2)+A(1),19,7,10,,Represents success-oriented financial advisory platform,taken,taken,free,taken,free,,none,10,8,0.35*10 + 0.20*10 + 0.20*2 + 0.15*7 + 0.10*10
jeetsa,J(1)+E(5)+E(5)+T(4)+S(3)+A(1),19,6,10,,Signifies wisdom and prosperity for advisors,taken,available,taken,taken,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*0 + 0.10*10
siddhii,S(3)+I(1)+D(4)+D(4)+H(5)+I(1)+I(1),19,7,7,,Symbolizes clarity and growth in investment guidance,available,available,taken,free,taken,,close,9,8,0.35*9 + 0.20*7 + 0.20*10 + 0.15*3 + 0.10*10
phalaa,P(8)+H(5)+A(1)+L(3)+A(1)+A(1),19,6,9,,Conveys reliability and success in wealth management,available,available,taken,taken,taken,,none,9,8,0.35*9 + 0.20*9 + 0.20*10 + 0.15*0 + 0.10*10
phalii,P(8)+H(5)+A(1)+L(3)+I(1)+I(1),19,6,9,,Symbolizes clarity and growth in investment guidance,taken,available,taken,taken,taken,,none,9,8,0.35*9 + 0.20*9 + 0.20*10 + 0.15*0 + 0.10*10
smartta,S(3)+M(4)+A(1)+R(2)+T(4)+T(4)+A(1),19,7,8,,Symbolizes clarity and growth in investment guidance,parked,taken,free,free,taken,,none,9,8,0.35*9 + 0.20*8 + 0.20*7 + 0.15*7 + 0.10*10
